[2025-08-21 13:00:02] ✅ Row 672: Deposit accepted — 38.42 at 2020-10-31 16:19:24 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 673: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.19 dt='2020-11-01 12:53:52'
[2025-08-21 13:00:02] ✅ Row 673: Deposit accepted — 10.19 at 2020-11-01 12:53:52 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 674: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=28.3 dt='2020-11-01 13:39:51'
[2025-08-21 13:00:02] ⚠️ Row 674: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 675: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=28.3 dt='2020-11-01 13:50:08'
[2025-08-21 13:00:02] ✅ Row 675: Deposit accepted — 28.3 at 2020-11-01 13:50:08 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 676: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=27.12 dt='2020-11-01 14:47:41'
[2025-08-21 13:00:02] ✅ Row 676: Deposit accepted — 27.12 at 2020-11-01 14:47:41 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 677: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=56.49 dt='2020-11-01 16:51:12'
[2025-08-21 13:00:02] ✅ Row 677: Deposit accepted — 56.49 at 2020-11-01 16:51:12 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 678: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=39.54 dt='2020-11-01 16:55:39'
[2025-08-21 13:00:02] ✅ Row 678: Deposit accepted — 39.54 at 2020-11-01 16:55:39 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 679: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.94 dt='2020-11-01 17:02:26'
[2025-08-21 13:00:02] ✅ Row 679: Deposit accepted — 16.94 at 2020-11-01 17:02:26 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 680: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.0 dt='2020-11-10 05:02:44'
[2025-08-21 13:00:02] ✅ Row 680: Deposit accepted — 11.0 at 2020-11-10 05:02:44 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 681: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.47 dt='2020-11-14 13:59:32'
[2025-08-21 13:00:02] ✅ Row 681: Deposit accepted — 11.47 at 2020-11-14 13:59:32 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 682: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.48 dt='2020-11-15 09:55:31'
[2025-08-21 13:00:02] ✅ Row 682: Deposit accepted — 11.48 at 2020-11-15 09:55:31 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 683: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.33 dt='2020-11-15 10:26:20'
[2025-08-21 13:00:03] ✅ Row 683: Deposit accepted — 10.33 at 2020-11-15 10:26:20 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 684: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=114.8 dt='2020-11-15 12:54:28'
[2025-08-21 13:00:03] ✅ Row 684: Deposit accepted — 114.8 at 2020-11-15 12:54:28 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 685: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=717.58 dt='2020-11-15 19:11:21'
[2025-08-21 13:00:03] ✅ Row 685: Redeem accepted — -717.58 at 2020-11-15 19:11:21 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 686: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=49.4 dt='2020-11-16 14:42:25'
[2025-08-21 13:00:03] ✅ Row 686: Deposit accepted — 49.4 at 2020-11-16 14:42:25 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 687: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=115.08 dt='2020-11-17 14:05:25'
[2025-08-21 13:00:03] ✅ Row 687: Deposit accepted — 115.08 at 2020-11-17 14:05:25 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 688: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=17.26 dt='2020-11-18 12:50:35'
[2025-08-21 13:00:03] ✅ Row 688: Deposit accepted — 17.26 at 2020-11-18 12:50:35 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 689: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.32 dt='2020-11-19 06:58:20'
[2025-08-21 13:00:03] ✅ Row 689: Deposit accepted — 10.32 at 2020-11-19 06:58:20 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 690: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.33 dt='2020-11-19 07:40:56'
[2025-08-21 13:00:03] ✅ Row 690: Deposit accepted — 10.33 at 2020-11-19 07:40:56 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 691: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=10.32 dt='2020-11-19 09:17:32'
[2025-08-21 13:00:03] ⚠️ Row 691: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 692: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.32 dt='2020-11-19 09:28:37'
[2025-08-21 13:00:03] ✅ Row 692: Deposit accepted — 10.32 at 2020-11-19 09:28:37 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 693: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.09 dt='2020-11-19 13:39:26'
[2025-08-21 13:00:03] ✅ Row 693: Deposit accepted — 16.09 at 2020-11-19 13:39:26 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 694: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=26.7 dt='2020-11-19 14:46:34'
[2025-08-21 13:00:03] ✅ Row 694: Deposit accepted — 26.7 at 2020-11-19 14:46:34 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 695: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=46.0 dt='2020-11-21 13:55:41'
[2025-08-21 13:00:03] ✅ Row 695: Deposit accepted — 46.0 at 2020-11-21 13:55:41 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 696: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.5 dt='2020-11-21 14:32:41'
[2025-08-21 13:00:03] ✅ Row 696: Deposit accepted — 11.5 at 2020-11-21 14:32:41 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 697: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.5 dt='2020-11-21 16:32:55'
[2025-08-21 13:00:03] ✅ Row 697: Deposit accepted — 11.5 at 2020-11-21 16:32:55 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 698: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=57.96 dt='2020-11-27 13:26:31'
[2025-08-21 13:00:03] ✅ Row 698: Deposit accepted — 57.96 at 2020-11-27 13:26:31 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 699: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=40.6 dt='2020-11-27 15:01:01'
[2025-08-21 13:00:03] ✅ Row 699: Deposit accepted — 40.6 at 2020-11-27 15:01:01 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 700: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=14.5 dt='2020-11-27 17:32:43'
[2025-08-21 13:00:03] ⚠️ Row 700: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 701: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=19.72 dt='2020-11-28 13:03:01'
[2025-08-21 13:00:03] ⚠️ Row 701: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 702: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=18.91 dt='2020-11-28 13:17:37'
[2025-08-21 13:00:03] ✅ Row 702: Deposit accepted — 18.91 at 2020-11-28 13:17:37 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 703: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=69.63 dt='2020-11-28 17:50:46'
[2025-08-21 13:00:03] ✅ Row 703: Deposit accepted — 69.63 at 2020-11-28 17:50:46 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 704: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=47.47 dt='2020-11-28 18:14:24'
[2025-08-21 13:00:03] ✅ Row 704: Redeem accepted — -47.47 at 2020-11-28 18:14:24 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 705: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=82.4 dt='2021-01-30 13:06:39'
[2025-08-21 13:00:03] ✅ Row 705: Deposit accepted — 82.4 at 2021-01-30 13:06:39 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 706: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.75 dt='2021-02-21 11:45:08'
[2025-08-21 13:00:03] ✅ Row 706: Deposit accepted — 11.75 at 2021-02-21 11:45:08 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 707: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=70.29 dt='2021-02-26 12:58:10'
[2025-08-21 13:00:03] ⚠️ Row 707: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 708: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=26.35 dt='2021-03-03 12:17:53'
[2025-08-21 13:00:03] ✅ Row 708: Deposit accepted — 26.35 at 2021-03-03 12:17:53 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 709: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.18 dt='2021-03-03 13:36:53'
[2025-08-21 13:00:03] ✅ Row 709: Deposit accepted — 10.18 at 2021-03-03 13:36:53 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 710: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.67 dt='2021-03-04 08:05:33'
[2025-08-21 13:00:03] ✅ Row 710: Deposit accepted — 11.67 at 2021-03-04 08:05:33 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 711: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=63.52 dt='2021-04-11 09:51:44'
[2025-08-21 13:00:03] ⚠️ Row 711: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 712: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=79.63 dt='2021-04-11 11:26:42'
[2025-08-21 13:00:03] ⚠️ Row 712: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 713: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=79.63 dt='2021-04-11 11:26:52'
[2025-08-21 13:00:03] ⚠️ Row 713: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 714: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=18.18 dt='2021-04-13 13:25:41'
[2025-08-21 13:00:03] ⚠️ Row 714: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 715: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=70.34 dt='2021-04-26 13:27:40'
[2025-08-21 13:00:03] ⚠️ Row 715: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 716: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=25.72 dt='2021-05-06 08:37:05'
[2025-08-21 13:00:03] ⚠️ Row 716: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 717: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=10.01 dt='2021-05-16 12:51:30'
[2025-08-21 13:00:03] ⚠️ Row 717: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 718: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=68.13 dt='2021-05-24 14:25:29'
[2025-08-21 13:00:03] ⚠️ Row 718: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 719: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=35.6 dt='2021-06-01 13:15:06'
[2025-08-21 13:00:03] ⚠️ Row 719: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 720: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=23.07 dt='2021-06-22 04:35:19'
[2025-08-21 13:00:03] ⚠️ Row 720: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 721: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=201.0 dt='2021-06-24 18:27:10'
[2025-08-21 13:00:03] ⚠️ Row 721: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 722: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=578.45 dt='2021-06-28 11:15:04'
[2025-08-21 13:00:03] ✅ Row 722: Deposit accepted — 578.45 at 2021-06-28 11:15:04 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 723: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=40.21 dt='2021-07-02 11:48:14'
[2025-08-21 13:00:03] ✅ Row 723: Deposit accepted — 40.21 at 2021-07-02 11:48:14 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 724: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=953.92 dt='2021-07-03 08:00:06'
[2025-08-21 13:00:03] ✅ Row 724: Deposit accepted — 953.92 at 2021-07-03 08:00:06 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 725: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=1303.13 dt='2021-07-03 18:55:46'
[2025-08-21 13:00:03] ⚠️ Row 725: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:03] ℹ️ Row 726: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=1224.78 dt='2021-07-04 14:54:15'
[2025-08-21 13:00:03] ✅ Row 726: Redeem accepted — -1224.78 at 2021-07-04 14:54:15 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 727: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=520.0 dt='2021-07-07 15:46:42'
[2025-08-21 13:00:03] ✅ Row 727: Redeem accepted — -520.0 at 2021-07-07 15:46:42 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 728: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=38.24 dt='2021-07-09 04:47:25'
[2025-08-21 13:00:03] ✅ Row 728: Deposit accepted — 38.24 at 2021-07-09 04:47:25 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 729: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=26.44 dt='2021-07-12 06:54:08'
[2025-08-21 13:00:03] ✅ Row 729: Deposit accepted — 26.44 at 2021-07-12 06:54:08 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 730: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.86 dt='2021-07-12 11:40:17'
[2025-08-21 13:00:03] ✅ Row 730: Deposit accepted — 21.86 at 2021-07-12 11:40:17 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 731: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=29.86 dt='2021-07-13 05:57:30'
[2025-08-21 13:00:03] ✅ Row 731: Deposit accepted — 29.86 at 2021-07-13 05:57:30 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 732: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=15.5 dt='2021-07-13 05:59:00'
[2025-08-21 13:00:03] ✅ Row 732: Deposit accepted — 15.5 at 2021-07-13 05:59:00 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 733: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=24.9 dt='2021-07-26 14:50:22'
[2025-08-21 13:00:03] ✅ Row 733: Deposit accepted — 24.9 at 2021-07-26 14:50:22 (status='Approved')
[2025-08-21 13:00:03] ℹ️ Row 734: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=626.33 dt='2021-08-12 07:36:38'
[2025-08-21 13:00:03] ✅ Row 734: Deposit accepted — 626.33 at 2021-08-12 07:36:38 (status='Approved')
[2025-08-21 13:00:03] 📊 Accepted rows by type/status: Deposit[approved]=558, Redeem[approved]=36
[2025-08-21 13:00:03] 📊 Skipped rows by reason: status not approved: canon='rejected'=132
[2025-08-21 13:00:03] TA logic: Deposits = 13771.79, Cashouts/Withdrawals = 10173.06, Net = 3598.73
[2025-08-21 13:00:03] ✅ Created Payment Summary with 594 rows.
[2025-08-21 13:00:03] ✅ Created styled Summary (Currency → Type → Year) with title row.
[2025-08-21 13:00:03] ✅ Finished processing: TA_Pokerstars.xlsx
[2025-08-21 13:00:12] 💾 Saved: C:/Sharepoint/Golden-Tech GmbH/LeadDocuments - Casino Germany - Documents/23193 - Richard Jonker, PokerStars\Checked_TA_Pokerstars.xlsx
